Species	Tissue	Cell type	Cell marker	Marker grade
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G37910	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G38130	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G38510	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G38580	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G38630	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G38680	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G38740	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G38920	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G38932	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G39090	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G39100	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G39200	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G39260	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G39300	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G39520	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G39640	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G39660	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G39770	Marker #1
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G39800	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G39910	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G39940	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G39950	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G39980	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G39990	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G40030	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G40040	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G40060	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G01010	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G01210	Marker #1
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G01350	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G01710	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G01800	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G02380	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G02500	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G02530	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G02740	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G02770	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G02870	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G02960	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G03240	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G03300	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G03345	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G03380	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G03460	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G03520	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G03610	Marker #1
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G03630	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G03660	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G03740	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G04230	Marker #1
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G04410	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G04470	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G04550	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G04590	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G04600	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G04720	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G04750	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G04760	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G05010	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G05080	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G05100	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G05250	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G05410	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G05610	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G05780	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G06110	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G06360	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G06370	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G06660	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G06780	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G06870	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G07090	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G07460	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G07470	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G07960	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G08180	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G08190	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G08290	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G08300	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G08350	Marker #1
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G08420	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G08530	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G08590	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G08670	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G08690	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G08790	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G09590	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G09810	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G09900	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G09920	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G09990	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G10180	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G10350	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G10360	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G10450	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G10695	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G10770	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G10780	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G10860	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G10960	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G10980	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G11060	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G11070	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G11170	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G11500	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G11670	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G11680	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G11740	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G11770	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G11950	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G11970	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G12020	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G12030	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G12040	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G12110	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G12140	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G12250	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G13420	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G13430	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G13440	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G13450	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G13710	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G13740	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G13780	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G13810	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G13850	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G14030	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G14040	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G14200	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G14240	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G14450	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G14800	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G15230	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G15320	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G15650	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G16010	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G16050	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G16110	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G16120	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G16450	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G16470	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G16570	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G16840	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G16880	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G17000	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G17190	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G17610	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G17770	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G17920	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G18110	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G18150	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G18380	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G18400	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G18580	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G18690	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G18800	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G19120	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G19140	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G19260	Marker #1
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G19290	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G19440	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G19510	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G19770	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G19875	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G19990	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G20000	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G20010	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G20020	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G20160	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G20165	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G20190	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G20290	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G20500	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G20520	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G20570	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G20650	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G20700	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G20885	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G20890	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G20900	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G20920	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G20950	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G21020	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G21090	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G21105	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G21170	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G21274	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G21940	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G22000	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G22050	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G22060	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G22090	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G22360	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G22390	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G22650	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G22920	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G22950	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G23010	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G23290	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G23360	Marker #1
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G23450	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G23540	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G23760	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G23900	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G24610	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G24660	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G24800	Marker #1
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G24890	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G24980	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G25220	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G25280	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G25360	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G25760	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G25940	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G26360	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G26667	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G26751	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G27120	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G27380	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G27430	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G27470	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G27670	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G27720	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G27760	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G27770	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G27850	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G27860	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G27990	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G28050	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G28060	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G28840	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G32440	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G33320	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G35320	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G35530	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G35590	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G35680	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G36230	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G36290	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G37475	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G37510	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G37770	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G37780	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G38470	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G38480	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G38830	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G39340	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G39510	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G39570	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G39730	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G39740	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G39850	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G39950	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G40190	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G40370	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G40450	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G40580	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G40670	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G40760	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G40770	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G41560	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G41600	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G41685	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G41700	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G42050	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G42080	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G42090	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G42190	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G42200	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G42300	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G42570	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G42790	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G42820	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G42850	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G42990	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G43460	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G43620	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G43830	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G43940	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G43970	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G44060	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G44320	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G44340	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G44680	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G44710	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G44720	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G45130	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G45550	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G45620	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G46020	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G46030	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G46250	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G46430	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G46630	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G46750	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G46780	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G46790	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G47120	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G47200	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G47210	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G47370	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G47700	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G47720	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G47730	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G47770	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G47890	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G47930	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G48020	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G48385	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G48412	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G48480	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G48500	Marker #1
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G48580	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G48655	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G48760	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G48810	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G48930	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G49450	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G49510	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G49540	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT5G49645	Marker #2
