Species	Tissue	Cell type	Cell marker	Marker grade
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G47960	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G47965	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G48140	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G48170	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G48530	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G48570	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G48680	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G48740	Marker #1
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G48750	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G48890	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G48930	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G49010	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G49680	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G49720	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G49910	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G50000	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G50360	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G50550	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G50670	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G51260	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G51370	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G51500	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G51550	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G51670	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G51800	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G51880	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G51895	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G51920	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G51950	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G52090	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G52120	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G52300	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G52360	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G52560	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G52720	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G52730	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G52800	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G52850	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G52880	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G52920	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G52930	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G53020	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G53110	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G53260	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G53500	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G53620	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G53960	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G53990	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G54110	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G54140	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G54470	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G54600	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G54640	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G54690	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G54880	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G55280	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G55370	Marker #1
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G55430	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G55440	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G55460	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G55750	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G55770	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G55980	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G56020	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G56130	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G56190	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G56240	Marker #1
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G56460	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G56490	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G56800	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G56880	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G56950	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G57040	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G57050	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G57090	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G57290	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G57340	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G57450	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G57870	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G58040	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G58170	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G58500	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G58730	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G58990	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G59060	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G59280	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G59760	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G59920	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G59970	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G59990	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G60245	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G60600	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G60690	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G60770	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G60820	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G61110	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G61440	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G61640	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G61860	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G62120	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G62250	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G62290	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G62400	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G62420	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G62580	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G62690	Marker #1
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G62790	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G62840	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G63260	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G63310	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G63440	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT3G66654	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G00100	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G00585	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G00860	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G01000	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G01026	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G01100	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G01330	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G01450	Marker #1
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G01560	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G01610	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G01850	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G01897	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G02080	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G02230	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G02340	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G02450	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G02570	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G02580	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G02590	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G02840	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G02890	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G03210	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G03415	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G04610	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G04620	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G04630	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G04830	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G05050	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G05070	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G05320	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G05530	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G07390	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G08520	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G08980	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G09000	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G09030	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G09150	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G09320	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G09550	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G09830	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G09890	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G10040	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G10610	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G11010	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G11211	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G11220	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G11600	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G12030	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G12040	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G12400	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G12590	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G12650	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G12900	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G13430	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G13530	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G13770	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G13780	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G13850	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G13930	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G13940	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G14010	Marker #1
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G14040	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G14270	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G14410	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G14420	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G14680	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G14710	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G14800	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G14880	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G14960	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G15000	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G15420	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G15470	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G15780	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G15790	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G15802	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G15930	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G16141	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G16370	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G16450	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G16500	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G16695	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G16760	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G16830	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G17500	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G17510	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G17530	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G17890	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G17900	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G18030	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G18070	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G18100	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G18390	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G18710	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G19006	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G19110	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G19200	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G19410	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G19640	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G20150	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G20300	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G20440	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G20480	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G21110	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G21450	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G21660	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G21960	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G21990	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G22000	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G22150	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G22220	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G22310	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G22330	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G22380	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G22670	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G22750	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G22820	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G23100	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G23430	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G23630	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G23650	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G23850	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G24060	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G24190	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G24330	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G24380	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G24400	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G24520	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G24690	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G24820	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G24920	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G24960	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G25100	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G25170	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G25210	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G25340	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G25670	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G25890	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G26110	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G26230	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G26570	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G26840	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G27000	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G27090	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G27450	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G27500	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G27960	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G28060	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G28240	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G28260	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G28270	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G28290	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G29040	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G29080	Marker #1
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G29100	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G29160	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G29350	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G29410	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G29480	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G29735	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G30010	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G30210	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G30220	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G30490	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G30530	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G30810	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G31180	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G31300	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G31340	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G31420	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G31480	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G31500	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G31510	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G31550	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G31580	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G31700	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G31800	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G32020	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G32030	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G32130	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G32470	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G32530	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G33250	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G33580	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G33640	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G34050	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G34110	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G34180	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G34200	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G34215	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G34230	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G34450	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G34460	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G34490	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G34555	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G34670	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G34680	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G34700	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G34750	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G34760	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G34870	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G34950	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G35080	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G35100	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G35310	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G35490	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G35570	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G35580	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G35750	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G35860	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G36040	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G36648	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G36780	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G36900	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G36990	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G37080	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G37260	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G37300	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G37610	Marker #2
Arabidopsis thaliana	Leaf	Phloem parenchyma cell	AT4G37790	Marker #2
